,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,gpsLongitude,gpsLatitude,gpsAccuracy,file label,timestamp,highway,distance,landuse,gps_dist,gps_dist_std,i/o,geometry,close_road_idx,close_land_idx,activity,activity_type
0,31.357779,68.62801,168.52596,25.9,38.3,0.8187687341480286,0.1265851971408808,0.028591192068249942,0.010375835831219737,0.005994927369149181,0.004611482591653216,0.002536315425409269,0.001152870647913304,0.0008070094535393129,0.0,0.0,0.0,0.0,0.00011528706479133042,0.0,0.0004611482591653217,-0.1322896,51.565227,9.292,247,2021-03-03 09:24:32.266,residential,0.000136585787673,building,0.0,0.0,0,POINT (-0.1322896 51.565227),13999.0,14550.0,Sitting,0
1,31.063381,68.65966,199.63565,25.9,39.0,0.84130615640599,0.10357737104825292,0.02745424292845258,0.011335274542429285,0.006447587354409318,0.00447171381031614,0.0024958402662229617,0.0010399334442595673,0.0007279534109816972,0.00010399334442595674,0.00010399334442595674,0.00010399334442595674,0.00010399334442595674,0.00020798668885191348,0.00010399334442595674,0.00041597337770382697,-0.1321484,51.5650911,8.074,247,2021-03-03 09:25:06.447,residential,5.581377366486202e-05,unknown,0.00019597512597518336,0.0,0,POINT (-0.1321484 51.5650911),13999.0,0.0,Sitting,0
2,31.75591,68.5936,211.94217000000003,26.7,37.2,0.8124054462934948,0.13266612358896776,0.027580588851390666,0.011521005469568253,0.0054695682532293725,0.003840335156522751,0.002560223437681834,0.0013964855114628185,0.0008146165483533109,0.0008146165483533109,0.00034912137786570463,0.0,0.0002327475852438031,0.00011637379262190155,0.00011637379262190155,0.00011637379262190155,-0.1321928,51.5650568,7.722,247,2021-03-03 09:25:37.409,residential,5.8312626609177306e-05,unknown,5.610570380730921e-05,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
3,31.561163,71.4328,229.19894,27.6,36.100002,0.826067415730337,0.11719101123595506,0.027303370786516856,0.011235955056179775,0.0071910112359550565,0.003932584269662922,0.004044943820224719,0.0010112359550561798,0.00044943820224719103,0.00022471910112359551,0.00011235955056179776,0.00011235955056179776,0.00022471910112359551,0.0,0.0,0.0008988764044943821,-0.1321928,51.5650568,6.485,247,2021-03-03 09:26:09.653,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
4,32.124138,66.662285,185.78313,28.2,34.9,0.8369416590701915,0.11132634457611668,0.027233363719234276,0.01162260711030082,0.0052415679124886054,0.0036463081130355514,0.0014813126709206927,0.0006836827711941659,0.00045578851412944393,0.00034184138559708297,0.0,0.00034184138559708297,0.00022789425706472196,0.00034184138559708297,0.00011394712853236098,0.0,-0.1321928,51.5650568,6.715,247,2021-03-03 09:26:39.327,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
5,30.742628000000003,63.30491600000001,154.86415,28.800001,33.9,0.8258593216480765,0.12531299795128614,0.02765763715001138,0.007511950830867289,0.005235602094240838,0.003073070794445709,0.002617801047120419,0.0015934441156385158,0.0005690871841566128,0.00011381743683132256,0.0,0.0,0.0,0.0,0.0,0.00045526974732529026,-0.1321928,51.5650568,6.863,247,2021-03-03 09:27:11.580,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
6,33.351746,70.10507,139.54109,29.300001,33.0,0.774847307051638,0.17212659633536925,0.029243013140847676,0.010272071071626874,0.006107717934480844,0.0034240236905422913,0.0023135295206366834,0.0007403294466037387,0.0004627059041273367,9.254118082546733e-05,9.254118082546733e-05,0.0,0.0,0.0,0.00018508236165093466,9.254118082546733e-05,-0.1321928,51.5650568,6.349,247,2021-03-03 09:27:50.270,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
7,30.488821,63.77726,150.22693999999996,29.7,32.3,0.8131072585254334,0.13459706610783007,0.029434177938654982,0.009620880167650982,0.0054296056391693655,0.0031434558963612117,0.0028576871785101926,0.0008573061535530577,0.00019051247856734617,0.0,9.525623928367309e-05,9.525623928367309e-05,0.0,0.00019051247856734617,0.0,0.00038102495713469235,-0.1321928,51.5650568,5.5,247,2021-03-03 09:28:28.991,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
8,30.098532,62.400482,128.1723,30.0,31.7,0.824065103662081,0.12594458438287154,0.02809533036233288,0.008719240457275722,0.005812826971517148,0.0035845766324355743,0.002325130788606859,0.0007750435962022863,0.0,0.00029064134857585737,9.688044952528579e-05,0.0,0.0,0.0,0.0,0.00029064134857585737,-0.1321928,51.5650568,7.505,247,2021-03-03 09:29:07.018,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
9,30.557299,63.749428,182.37915,30.300001,31.5,0.8197158081705151,0.13199378330373002,0.02386767317939609,0.009991119005328597,0.0053285968028419185,0.0038854351687388987,0.0024422735346358794,0.0008880994671403197,0.0005550621669626998,0.0004440497335701599,0.00011101243339253997,0.00011101243339253997,0.0,0.0,0.0,0.0006660746003552398,-0.1321928,51.5650568,5.5,247,2021-03-03 09:29:41.855,residential,5.8312626609177306e-05,unknown,0.0,0.0,0,POINT (-0.1321928 51.5650568),13999.0,0.0,Sitting,0
